,File,Specie ID,Fdom,FminVoc,FmaxVoc,FCC1,FCC2,FCC3,FCC4,FCC5,FCC6,FCC7,FCC8,FCC9,FCC10,FCC11,FCC12,FCC13,FCC14,FCC15,FCC16,FCC17,FCC18,FCC19,FCC20,FCC21,FCC22,FCC23,SpectralCentroid,Bandwidth,SpectralFlatness,Length,DeltaFreq
115,JAGUAS253_20121114_080107.wav,Hyloxalus,4736.674447408536,4091.30859375,4931.103515625,-0.47288,-0.071212,-0.097187,-29.343,0.16156,0.50463,-0.30923,-28.283,0.75264,0.65108,0.47565,-28.462,1.5357,-0.25224,0.00018755,-0.28979,0.66953,-0.060344,0.032458,0.78512,0.074312,-0.73958,-0.13171,4582.732430246658,141.4029501727266,0.3166759610176086,0.3018594104308363,839.794921875
116,JAGUAS253_20121114_080107.wav,Hyloxalus,4693.692073170731,4134.375,4931.103515625,0.74909,-0.37465,-0.26451,-28.938,-0.082127,0.59643,-0.2986,-26.693,0.67707,0.042854,-0.049611,-27.962,0.31473,-0.16568,-0.35505,0.089813,-0.14479,0.069655,-0.030179,-0.28108,0.23444,-0.58981,-0.13567,4583.577841826475,149.2304031195371,0.3761717081069946,0.3018594104308434,796.728515625
121,JAGUAS253_20121114_080107.wav,Leptopogon superciliaris,3100.655201981707,2971.58203125,5340.234375,1.2507,-0.011043,-0.12765,-19.922,1.6278,0.10727,0.1186,-20.114,1.9808,-0.29787,-0.080807,-20.409,1.3441,0.043112,0.23153,-0.24252,0.031119,0.018052,0.11973,-0.026717,-0.5069,0.11134,0.033044,4555.53762823132,508.5368069095433,0.3823809027671814,0.5108390022675735,2368.65234375
122,JAGUAS253_20121114_080107.wav,Hyloxalus,4284.960365853659,4134.375,4888.037109375,1.2525,0.24384,0.46026,-28.261,1.6073,0.22193,0.21309,-28.4,0.69106,-0.65445,0.5226,-27.885,0.38486,-0.52698,-0.80985,0.21638,-0.28922,-0.25694,-0.42337,0.12074,-0.33051,0.074693,-0.54264,4549.98267625671,146.4721929635778,0.3574503064155579,0.3250793650793611,753.662109375
123,JAGUAS253_20121114_080107.wav,Hyloxalus,4822.786251905488,4155.908203125,4931.103515625,0.17686,1.0808,0.2787,-29.836,0.77797,0.29582,1.2004,-28.921,-0.56369,0.71937,0.016986,-28.278,0.60736,-0.40571,-0.15709,0.22724,0.1435,-0.49551,-0.14526,0.75982,0.28497,-0.17005,-0.54791,4607.344177905597,144.1709472231075,0.3574751615524292,0.3018594104308434,775.1953125
125,JAGUAS253_20121114_080107.wav,Hyloxalus,4220.465796493902,4177.44140625,4931.103515625,0.59672,1.4048,-0.29203,-28.837,0.54941,0.6612,-0.55758,-28.629,0.32023,-0.12084,0.097035,-29.161,0.1625,-0.13358,0.45338,0.32833,-0.14474,-0.5128,0.24847,-0.92,-0.055212,0.36545,0.31094,4608.930384087193,144.4626468064988,0.3723783493041992,0.3018594104308363,753.662109375
126,JAGUAS253_20121114_080107.wav,Hyloxalus,4607.664300685976,4155.908203125,4909.5703125,0.17615,-0.39315,0.19142,-29.984,-0.37938,-0.43627,0.24667,-29.598,-0.31982,-0.46537,0.2982,-27.461,0.19268,0.43592,0.54027,0.20503,0.0055083,0.27636,0.11628,2.0221,0.53402,0.47221,0.09341,4574.332787714574,136.1387747378186,0.3463893234729767,0.2902494331065739,753.662109375
127,JAGUAS253_20121114_080107.wav,Hyloxalus,4327.942740091464,4091.30859375,4909.5703125,-0.16704,0.2241,-0.49515,-28.55,0.49349,-0.21343,-0.40652,-28.417,0.7875,-0.68984,0.34132,-27.574,0.1064,0.4445,-0.58038,0.19333,0.091147,0.073466,-0.028409,0.61951,-0.67081,0.78594,-0.50516,4584.346909565134,145.4456054371369,0.3581941723823547,0.3134693877551058,818.26171875
132,JAGUAS253_20121114_080107.wav,Hyloxalus,4736.737471417683,4155.908203125,4952.63671875,0.28397,0.078185,-0.488,-28.557,0.71965,1.0326,-0.21683,-27.383,0.1238,-0.13318,0.10442,-28.363,-0.61256,0.096032,-0.42991,-0.12326,-0.29884,0.0059491,0.019362,-0.20801,-0.58602,-0.36262,-0.40275,4607.232665361651,139.7960474307722,0.3248679637908936,0.3250793650793611,796.728515625
134,JAGUAS253_20121114_080107.wav,Hyloxalus,4586.131097560976,4134.375,4931.103515625,-0.34423,0.18066,0.56943,-28.041,-0.2381,0.45154,0.28663,-27.644,0.47492,0.11583,-0.24309,-28.838,-0.089738,-0.42494,0.30798,-0.37379,0.084831,-0.20187,-0.087151,-0.43463,-0.3354,-0.40582,0.41694,4575.62094305256,147.6591144284968,0.3710368573665619,0.3250793650793682,796.728515625
138,JAGUAS253_20121114_080107.wav,Hyloxalus,4263.469178734756,4155.908203125,4909.5703125,0.44393,-0.29478,0.66325,-28.588,1.0232,-0.88495,0.63927,-28.519,0.59006,-0.048153,-0.46955,-27.566,0.70484,0.031802,0.055637,0.1769,0.08697,0.10886,-0.20254,0.72222,-0.23222,0.33507,0.27459,4583.429369269885,145.8110134044528,0.3768153190612793,0.3134693877551058,753.662109375
140,JAGUAS253_20121114_080107.wav,Hyloxalus,4284.93935785061,4112.841796875,4866.50390625,0.04576,0.97648,-0.037542,-26.07,0.68974,0.15466,-0.32613,-28.91,-0.17435,0.17673,-0.8396,-28.614,1.1433,-0.02952,-0.39055,-0.080123,0.36584,-0.33533,-0.11767,-1.0039,0.33683,0.30779,0.36882,4574.697505221123,131.6026102475588,0.3444229364395142,0.3366893424036235,753.662109375
144,JAGUAS253_20121114_080107.wav,Hyloxalus,4327.921732088415,4069.775390625,4844.970703125,1.2498,-0.46352,0.10053,-28.745,-0.54533,-0.49165,0.65195,-27.77,0.45774,-0.11961,0.53329,-28.938,0.33762,-0.009737,-0.51646,0.13056,-0.30405,0.15126,-0.20566,-0.87566,0.83749,0.069001,-0.80059,4516.653028387454,143.1433184343854,0.3465378880500793,0.290249433106581,775.1953125
147,JAGUAS253_20121114_080107.wav,Hyloxalus,4327.984756097561,4134.375,4844.970703125,-0.23917,-0.047589,0.024527,-29.434,0.47219,0.1085,-0.048861,-29.866,-0.48859,0.36296,-0.24567,-28.041,0.39794,0.5254,-0.5379,0.55913,0.21237,0.191,-0.18747,0.76992,0.087588,0.0031776,-0.10942,4549.300224783489,136.2487102993086,0.3731749653816223,0.3018594104308434,710.595703125
148,JAGUAS253_20121114_080107.wav,Hyloxalus,3574.322646722561,3380.712890625,4823.4375,0.76136,0.069348,-0.017977,-25.455,0.54015,0.63728,0.57191,-25.323,1.1558,-0.011071,-0.42573,-26.17,0.65461,0.4305,-0.63657,0.033934,-0.035585,0.12038,-0.2062,-0.8315,-0.14001,-0.063181,-0.40037,4440.704819519759,260.1870352305941,0.3199853897094727,0.3134693877550987,1442.724609375
150,JAGUAS253_20121114_080107.wav,Hyloxalus,4069.60732660061,3897.509765625,4866.50390625,1.0244,0.39432,0.31163,-27.5,0.10458,-0.59349,-0.0012771,-27.348,1.4029,-0.20418,0.26018,-27.52,1.0974,-0.15211,0.097825,0.052243,0.024315,-0.18214,-0.071267,-0.17374,0.30719,0.51994,0.075272,4534.043506472593,168.1787604355382,0.2959308922290802,0.2902494331065739,968.994140625
155,JAGUAS253_20121114_081107.wav,Hyloxalus,0.0,4328.173828125,4758.837890625,0.71507,-0.48991,0.29931,-29.344,0.45724,0.22616,0.15941,-30.029,0.12665,0.86925,-0.079321,-31.888,0.13431,0.66746,0.31792,-0.37389,-0.19359,0.38579,0.0062022,-1.6409,0.13275,-0.45893,0.26857,4614.303967863721,84.87503273443893,0.3756849765777588,0.1277097505668934,430.6640625
158,JAGUAS253_20121114_081107.wav,Hyloxalus,4564.786966463415,4306.640625,4715.771484375,0.29329,-1.1249,-0.14523,-31.251,-0.38104,0.44153,0.057579,-34.473,-0.40709,1.9004,0.54167,-34.14,-0.20769,0.62217,0.15255,-1.3303,-0.16699,0.58235,0.099261,0.71739,0.43686,-1.4223,-0.29596,4588.431848390196,77.65412932488069,0.324804961681366,0.1277097505668934,409.130859375
171,JAGUAS253_20121114_081107.wav,Hyloxalus,4500.292397103659,4349.70703125,4737.3046875,0.39794,0.17358,0.32575,-31.626,-0.62573,-0.12858,0.18238,-32.711,0.078268,-0.095469,-0.38371,-33.841,0.67284,-0.63042,0.46659,-0.50449,0.091633,-0.268,0.046944,-0.91625,0.80912,-0.1164,0.49683,4602.153838034075,85.75411061956054,0.4582082331180573,0.1277097505668934,387.59765625
188,JAGUAS253_20121114_081107.wav,Hyloxalus,4629.260527820122,4242.041015625,4758.837890625,1.191,-0.086703,-0.14453,-29.782,0.62106,-0.026638,0.22257,-30.392,1.1344,-1.3201,0.7223,-30.281,0.95038,-1.0298,0.53413,-0.064333,-0.080198,-0.31437,0.22622,-0.097558,0.19296,0.11512,-0.27764,4568.1571994355,113.0151304370638,0.3681440055370331,0.1741496598639465,516.796875
192,JAGUAS253_20121114_081107.wav,Hyloxalus,4241.935975609756,4134.375,4758.837890625,0.47846,1.4287,0.63366,-30.435,0.34713,-0.45644,-0.47743,-30.503,0.14142,-0.0091931,0.6281,-30.214,0.39256,0.76341,0.25199,-0.61794,-0.028632,-0.22177,-0.12722,1.182,0.19123,1.3289,0.36749,4572.732067367248,129.4075690614422,0.3775992691516876,0.2205895691609996,624.462890625
206,JAGUAS253_20121114_081107.wav,Ramphocelus dimidiatus,1808.515958460366,1528.857421875,5598.6328125,2.2528,0.22018,0.22856,-15.365,2.3838,-0.004213,0.14876,-15.047,1.9536,0.11293,0.26802,-15.028,1.8678,0.14365,0.20271,-0.038314,-0.12836,-0.025509,-0.0086188,0.23565,-0.10839,0.12755,0.007241,4181.369499042921,823.990673875954,0.3889858424663544,0.8475283446712005,4069.775390625
209,JAGUAS253_20121114_081107.wav,Hyloxalus,4112.568692835366,3832.91015625,4392.7734375,-0.037855,0.52249,-0.27226,-27.781,-0.91669,-0.37776,-0.29577,-28.256,0.12125,-0.53259,-0.84295,-28.923,-0.38866,-0.15653,0.17781,0.16861,-0.11694,-0.22634,0.15002,-1.1572,0.18446,0.63815,0.52213,4216.505457042547,95.55076944894442,0.3980333805084229,0.3250793650793646,559.86328125
211,JAGUAS253_20121114_081107.wav,Ramphocelus dimidiatus,2088.174495045731,1528.857421875,5749.365234375,2.6793,0.27342,0.44271,-15.224,2.4877,-0.007533,0.46533,-15.243,2.3182,0.28607,0.41499,-14.228,2.2567,-0.16201,0.32604,0.20125,-0.14084,-0.14514,-0.03889,0.70399,0.065051,-0.083565,-0.055779,4048.278935238046,917.8958709681526,0.4524046778678894,0.8243083900226758,4220.5078125
219,JAGUAS253_20121114_081107.wav,Hyloxalus,4263.364138719512,4048.2421875,4651.171875,1.0763,-0.66383,-0.36262,-29.579,0.77236,-0.090251,-0.25375,-28.362,0.69654,-0.61589,-0.47013,-29.577,0.38732,-1.3607,0.0063825,0.45892,-0.22965,-0.23227,0.123,-1.2943,-0.0026654,-0.65917,0.18382,4436.342314272069,121.0624131223731,0.3177550733089447,0.2554195011337868,602.9296875
224,JAGUAS253_20121114_081107.wav,Hyloxalus,4371.030154344512,4155.908203125,4844.970703125,0.8289,0.98963,-0.25387,-30.304,0.23065,-1.3224,0.22068,-28.557,0.50696,-0.075015,-0.14112,-28.476,-0.12231,0.0064156,-0.50254,0.18998,-0.31707,-0.32774,-0.08289,0.66938,-0.015511,1.1967,-0.41799,4570.010970135698,118.7771882299968,0.3189653754234314,0.220589569160996,689.0625
229,JAGUAS253_20121114_081107.wav,Ramphocelus dimidiatus,1808.494950457317,1507.32421875,8397.94921875,4.0935,-0.7775,-0.097602,-11.272,4.2852,0.2163,-0.1315,-12.411,3.9483,-0.0098935,0.47095,-12.822,3.8843,0.24091,0.44781,-0.82998,-0.069731,0.33947,0.1818,0.26463,-0.12789,-0.3715,0.0053795,4288.769472912689,981.9619429591705,0.2848235964775085,0.4179591836734673,6890.625
231,JAGUAS253_20121114_081107.wav,Hyloxalus,4693.566025152439,4005.17578125,4844.970703125,0.99487,0.10341,0.30433,-28.657,0.24618,-0.53974,-0.56076,-29.611,-0.38359,-0.13524,0.22643,-31.089,0.24478,-0.78976,0.80585,0.347,-0.25003,-0.29772,0.16717,-2.4755,0.68853,-0.0056842,0.72226,4564.216813290916,128.7627856895633,0.2379759103059769,0.2089795918367301,839.794921875
233,JAGUAS253_20121114_081107.wav,Hyloxalus,4284.897341844512,4069.775390625,4866.50390625,0.30389,0.015414,0.080345,-31.62,0.13801,0.41024,-0.48385,-31.549,-0.46285,-0.65987,0.020383,-30.363,0.81405,-0.60121,-0.23641,0.19779,0.17005,-0.20554,-0.10559,0.92498,0.72139,-0.16808,0.1537,4568.135228604705,129.0998153699416,0.2591888308525085,0.2089795918367372,796.728515625
234,JAGUAS253_20121114_081107.wav,Hyloxalus,4327.942740091464,4091.30859375,4888.037109375,0.6118,-0.46862,-0.92456,-31.041,0.96238,-0.97024,-0.56987,-29.75,0.25496,0.53557,-0.48722,-30.606,-0.023422,0.048459,0.0023542,-0.12066,-0.21174,0.17236,0.30897,-0.029466,-0.31448,0.0072526,0.067445,4578.429109471532,133.6240058518263,0.289605975151062,0.2438095238095244,796.728515625
235,JAGUAS253_20121114_081107.wav,Ramphocelus dimidiatus,1657.930592606707,1528.857421875,5727.83203125,3.0865,-0.0344,0.52701,-18.051,2.4492,0.1621,0.5362,-18.319,2.5381,0.069157,0.21431,-18.707,2.5548,-0.02652,0.11377,-0.64084,-0.17724,0.0026268,-0.13775,0.4401,0.32706,-0.14609,-0.054859,4036.557759648107,837.7032133379533,0.3921566307544708,0.4760090702947863,4198.974609375
237,JAGUAS253_20121114_081107.wav,Hyloxalus,4241.87295160061,4069.775390625,4909.5703125,0.58518,0.17221,0.63647,-29.234,1.9246,0.47811,-0.70493,-28.424,0.57292,0.36329,0.031995,-29.217,0.92266,-0.81726,-0.4245,-0.24751,0.11249,-0.32982,-0.35366,-0.016356,-0.49486,-0.74323,0.44245,4583.953664867322,138.6343494962477,0.2818488776683807,0.2438095238095244,839.794921875
239,JAGUAS253_20121114_081107.wav,Hyloxalus,3488.273866234756,3380.712890625,5017.236328125,1.4328,0.36722,-0.23976,-24.372,1.2143,-0.21681,-0.45949,-24.359,0.47153,0.42714,0.068244,-24.415,0.30088,0.21873,0.20693,0.019106,-0.3773,-0.049495,0.1489,-0.077769,0.023917,0.18781,0.17921,4420.322768551867,326.1797585857502,0.2680481672286987,0.3018594104308363,1636.5234375
243,JAGUAS253_20121114_081107.wav,Hyloxalus,4629.071455792683,4048.2421875,4909.5703125,0.1988,0.70263,0.28663,-28.501,-0.16374,0.0027989,-0.35222,-29.839,-1.0742,0.62997,0.44167,-28.483,0.19481,0.87169,0.89153,0.24079,-0.0013309,0.056352,0.20163,0.32635,0.81578,0.47077,0.54436,4575.426319508804,138.9244539304607,0.2711438238620758,0.232199546485262,861.328125
244,JAGUAS253_20121114_081107.wav,Hyloxalus,4155.824171112805,4069.775390625,4931.103515625,1.1169,0.74955,0.15796,-29.468,1.5607,-0.21979,0.39283,-30.728,1.0484,-0.35848,0.70772,-28.634,1.0482,0.24484,-0.42526,0.60862,-0.022874,-0.16824,-0.19441,0.55096,-0.222,0.78633,-0.68392,4591.104605036422,139.346915964079,0.2458178699016571,0.2205895691609925,861.328125
247,JAGUAS253_20121114_081107.wav,Hyloxalus,4220.381764481707,4091.30859375,4866.50390625,-0.039907,0.82143,0.054864,-29.514,0.41642,-0.0013574,0.266,-29.658,0.035651,-0.10563,0.52513,-28.815,0.53946,-0.15712,-0.19851,0.26312,0.19312,-0.32619,-0.084456,0.37643,0.023743,0.38565,-0.46738,4546.572770956896,143.7770244826849,0.3080992698669434,0.232199546485262,775.1953125
248,JAGUAS253_20121114_081107.wav,Ramphocelus dimidiatus,2217.310689786585,1593.45703125,5706.298828125,2.3238,0.16868,0.29258,-18.846,2.1063,0.17811,-0.0038264,-18.572,2.3914,-0.027213,0.16309,-18.682,2.2891,0.0042658,0.34956,-0.089356,-0.011559,-0.054804,0.018993,0.16058,0.057574,0.011024,0.24144,4097.522854866841,767.3226183923017,0.3900727033615112,0.4411791383219992,4112.841796875
252,JAGUAS253_20121114_081107.wav,Hyloxalus,4220.33974847561,4048.2421875,4888.037109375,-0.35174,-0.40519,-0.33519,-30.273,0.29908,-0.62043,0.7439,-28.103,1.2134,-0.32246,-0.013188,-28.296,1.6603,0.13657,-0.090897,0.82324,0.67067,0.18059,0.08143,-0.34348,-0.10197,0.33713,-0.5784,4545.849710308002,141.8744153287062,0.2952807247638702,0.2438095238095244,839.794921875
254,JAGUAS253_20121114_081107.wav,Hyloxalus,4349.328887195122,3962.109375,4844.970703125,-0.51842,-0.38149,0.34003,-28.434,0.30418,-0.2921,0.38328,-28.652,1.0002,0.42469,0.0024285,-28.567,0.83467,0.8434,-0.021498,0.079992,0.45103,0.4083,-0.12051,-0.14419,-0.49408,0.16466,-0.033586,4532.1094298083,142.0148472012219,0.2276796698570251,0.2438095238095244,882.861328125
255,JAGUAS253_20121114_081107.wav,Hyloxalus,3983.558546112805,3897.509765625,5060.302734375,0.91348,-0.17619,-0.19917,-27.23,0.3755,0.044229,0.11509,-27.499,1.2166,0.25225,-0.3789,-28.775,1.1753,1.142,-0.90141,-0.40451,0.087287,0.43939,-0.23408,-0.80391,0.24836,0.33466,-0.41839,4550.595790593884,159.59713382637,0.1846644133329391,0.2438095238095244,1162.79296875
256,JAGUAS253_20121114_081107.wav,Ramphocelus dimidiatus,2045.192120807927,1571.923828125,7773.486328125,3.9175,0.003792,0.15272,-10.142,4.3456,0.34338,-0.015016,-11.311,3.59,0.21282,0.47117,-11.245,3.3919,0.17294,0.47967,-0.34085,-0.17523,0.056381,0.10898,-0.0073431,-0.31308,-0.18974,0.088114,4454.35354255085,808.1635364718252,0.2363682687282562,0.7082086167800483,6201.5625
258,JAGUAS253_20121114_081107.wav,Hyloxalus,4177.378382240854,4112.841796875,4866.50390625,0.3121,1.0361,0.00071029,-28.724,-0.3404,0.48081,0.40991,-29.931,0.24174,-0.089995,0.22547,-29.314,0.095336,-0.9383,0.27791,-0.14662,-0.072255,-0.65813,0.092399,0.23388,0.25305,-0.14652,-0.17838,4574.292587282386,144.7104844607361,0.3407484292984009,0.2205895691609996,753.662109375
260,JAGUAS253_20121114_081107.wav,Hyloxalus,4241.87295160061,4069.775390625,4888.037109375,0.28305,0.60933,0.40253,-29.633,0.059,0.2915,0.054686,-29.493,0.58145,0.32653,-0.25868,-28.985,1.1992,-0.19146,-0.8718,-0.18766,0.30537,-0.26693,-0.42478,0.85899,0.42089,-0.10008,-0.13264,4535.735026085981,159.3694248194564,0.2753348648548126,0.2554195011337868,818.26171875
261,JAGUAS253_20121114_081107.wav,Hyloxalus,4306.388528963415,4048.2421875,4780.37109375,0.87924,-0.23225,-0.98055,-29.423,0.6746,-0.16051,0.15207,-30.934,0.13586,0.62905,-0.33489,-30.939,1.3874,0.020246,-0.074341,-0.0049452,0.16938,0.084166,0.30207,-0.7533,0.72809,-0.34027,-0.43603,4503.901702441479,136.7904931623091,0.3038162887096405,0.2554195011337868,732.12890625
262,JAGUAS253_20121114_081107.wav,Ramphocelus dimidiatus,1636.397389481707,1507.32421875,5684.765625,2.3065,0.10022,0.21188,-16.132,1.8396,0.098554,0.34902,-16.32,2.0577,0.14777,0.374,-15.976,2.1964,0.27774,0.23801,-0.07644,-0.036695,0.059173,0.0087083,0.36494,0.30283,0.06582,-0.13657,4220.332311292369,649.8503931687267,0.2820907235145569,0.7546485260770979,4177.44140625
264,JAGUAS253_20121114_081107.wav,Hyloxalus,4607.580268673781,4069.775390625,4844.970703125,-0.059967,0.27016,0.37145,-28.816,-0.3141,0.76412,0.1121,-30.668,-0.28248,0.45046,-0.27811,-30.147,-0.51039,0.24109,-0.41223,0.16216,-0.15014,-0.0096901,-0.26123,-0.64836,0.013109,-0.35167,0.062616,4542.785279099689,142.7287740573812,0.3166232705116272,0.2438095238095244,775.1953125
265,JAGUAS253_20121114_081107.wav,Hyloxalus,4435.440691692073,4026.708984375,4866.50390625,0.206,-0.96263,-0.20177,-30.522,-0.47446,0.39644,0.47707,-30.157,-0.54799,-0.64646,0.33973,-29.794,0.041625,-0.50362,0.52472,0.088843,-0.054791,0.153,0.24216,0.41206,0.63504,-0.60812,-0.24692,4560.014616694533,149.0629998555426,0.2840993404388428,0.2438095238095244,839.794921875
266,JAGUAS253_20121114_081107.wav,Hyloxalus,4542.980659298781,4005.17578125,4909.5703125,0.49238,0.58557,0.27955,-29.105,0.042809,0.37539,-0.10885,-28.67,1.1194,0.67462,0.41071,-29.043,0.94868,0.63855,0.53417,-0.1216,0.1521,0.017659,0.084872,0.027375,0.13941,0.087057,0.25593,4543.445373664362,152.3290690260662,0.2482411712408066,0.2554195011337868,904.39453125
267,JAGUAS253_20121114_081107.wav,Ramphocelus dimidiatus,1679.42177972561,1507.32421875,5598.6328125,1.8554,0.16945,0.26081,-16.637,2.1932,0.057363,-0.12387,-16.723,2.1339,0.092184,0.0067743,-16.38,1.9959,0.27479,0.40527,-0.07693,0.046848,0.035116,0.048151,0.41521,-0.23792,0.14735,0.39159,4165.643482551636,609.2589056642752,0.2277911454439163,0.7662585034013603,4091.30859375
271,JAGUAS253_20121114_081107.wav,Hyloxalus,4112.715748856707,3983.642578125,4909.5703125,0.5282,0.577,0.17125,-27.37,0.80954,-0.23399,0.71669,-27.991,1.3785,-0.75733,0.7612,-27.196,0.14778,-0.25045,0.49816,-0.26248,-0.12681,-0.27582,0.10897,0.87842,-0.75603,0.65893,-0.40424,4557.963875906792,133.4348319842118,0.1995283365249634,0.2786394557823115,925.927734375
273,JAGUAS253_20121114_081107.wav,Ramphocelus dimidiatus,2389.429258765244,1614.990234375,6029.296875,2.2498,0.088089,0.36175,-15.448,2.4963,0.13086,0.11406,-15.318,2.2598,-0.0094181,0.080845,-15.799,2.3294,0.15418,0.31397,-0.063224,0.026517,0.02203,-0.015925,-0.32125,-0.088458,0.060412,0.2404,4329.306710014663,582.6059204373439,0.1713317632675171,0.6965986394557788,4414.306640625
277,JAGUAS253_20121114_081107.wav,Hyloxalus,4177.294350228659,4026.708984375,4931.103515625,1.0509,0.036068,0.015813,-27.125,0.75607,0.27593,-0.041781,-26.374,0.34572,0.19048,0.34822,-26.405,0.17752,-0.12251,0.31357,0.12531,-0.29111,-0.052859,0.099253,0.15673,0.063292,-0.27643,0.011474,4562.915130249623,130.3458443339411,0.183479055762291,0.2786394557823115,904.39453125
278,JAGUAS253_20121114_081107.wav,Ramphocelus dimidiatus,1872.968511814024,1442.724609375,5857.03125,2.0947,0.061656,0.10157,-14.607,2.2953,-0.23934,0.54841,-14.248,2.2071,-0.062262,0.30457,-14.091,2.267,-0.026181,0.20588,-0.17527,0.057439,-0.029279,0.034773,0.59952,-0.070312,0.16854,-0.27276,4272.575528209507,696.458267532937,0.2579222321510315,0.9752380952380975,4414.306640625
283,JAGUAS253_20121114_081107.wav,Hyloxalus,4371.156202362805,4285.107421875,4801.904296875,-0.85118,0.12083,0.25116,-32.648,0.53107,-0.35197,0.044248,-33.332,1.6498,-0.49861,-0.39466,-32.506,1.4176,-0.4143,-0.46696,0.2181,0.75627,-0.17838,-0.23937,0.1576,-0.80724,0.27855,0.067307,4607.456328578142,87.69708273602222,0.2905837893486023,0.1741496598639429,516.796875
286,JAGUAS253_20121114_081107.wav,Hyloxalus,0.0,4285.107421875,4801.904296875,-0.012701,-0.17002,-0.10788,-31.561,1.1395,1.0151,-0.15437,-30.383,0.57214,0.14527,0.17224,-29.898,0.38352,-0.12702,-0.083552,0.10477,0.13207,0.014333,0.0081098,0.91641,-0.67041,-0.7287,-0.10465,4598.765932655833,88.74556294088308,0.3086844682693481,0.2438095238095244,516.796875
287,JAGUAS253_20121114_081107.wav,Hyloxalus,4478.759193978659,4328.173828125,4801.904296875,-0.46607,-0.21614,0.31272,-32.167,1.0104,-0.81743,-0.54059,-32.211,0.096721,-1.5618,-0.57716,-32.998,-0.31096,0.25778,-0.30035,-0.0091097,0.051703,0.15797,-0.20436,-0.79547,-0.94208,1.2104,0.56506,4612.770416272551,103.3698264111286,0.3014267385005951,0.1857596371882053,473.73046875
290,JAGUAS253_20121114_081107.wav,Hyloxalus,4306.598608993902,4263.57421875,4844.970703125,0.18673,0.31103,0.52857,-32.811,0.655,0.29088,0.34793,-33.002,0.82276,-0.38129,0.0038484,-33.601,0.75946,-0.0018598,0.30796,-0.20533,0.19091,-0.1043,-0.073538,-0.3871,-0.26578,0.19979,0.24238,4620.386373193889,90.62007128524182,0.262865424156189,0.1625396825396805,581.396484375
291,JAGUAS253_20121114_081107.wav,Ramphocelus dimidiatus,1916.076934070122,1528.857421875,5749.365234375,2.2501,0.012282,0.37232,-17.717,2.2862,0.099022,0.19891,-17.985,2.2707,-0.32793,0.40076,-18.536,2.5336,-0.065848,0.66127,-0.45255,0.094496,-0.026043,0.09632,-0.0064801,0.11335,0.087669,0.21696,4174.964600649653,688.9608887200727,0.2608446776866913,0.5224489795918359,4220.5078125
293,JAGUAS253_20121114_081107.wav,Hyloxalus,4564.807974466464,4328.173828125,4866.50390625,-0.0027905,0.0076731,0.27824,-31.049,-0.14683,0.14341,-0.15521,-30.82,-1.2311,-0.16653,0.42723,-31.586,-0.74265,-0.42659,1.1161,0.070298,-0.24662,-0.14475,0.27929,-0.75661,0.31625,-0.19789,0.56116,4661.362912269285,86.44831733561612,0.2469711750745773,0.232199546485262,538.330078125
294,JAGUAS253_20121114_081107.wav,Hyloxalus,4500.27138910061,4328.173828125,4823.4375,-0.3031,-1.1058,-0.40881,-29.163,-0.18135,-0.47015,0.20372,-29.833,0.024567,-0.59326,-0.32062,-29.584,-0.59831,-0.57948,-0.4208,0.19993,-0.098403,0.17545,-0.0039963,-0.38563,-0.37231,-0.31094,-0.35636,4670.262188775403,86.38846273648984,0.258684366941452,0.2205895691609925,495.263671875
295,JAGUAS253_20121114_081107.wav,Hyloxalus,4478.696169969512,4263.57421875,4844.970703125,1.1468,-0.55723,-0.35503,-28.069,0.22262,0.20083,0.63717,-28.829,1.7602,0.02162,0.4636,-28.347,0.93985,0.10468,0.024061,0.40215,-0.06898,0.22064,0.12636,-0.50107,0.051918,-0.3375,-0.71587,4659.252462672855,95.31637137774001,0.2520054876804352,0.2670294784580491,581.396484375
296,JAGUAS253_20121114_081107.wav,Hyloxalus,4500.229373094512,4285.107421875,4844.970703125,0.29174,-0.0092645,0.39661,-28.994,0.10773,0.56961,0.71628,-30.772,-0.75004,-0.14722,0.2838,-29.032,-0.21326,-0.96893,-0.4879,-0.052305,-0.16833,-0.31989,-0.29484,0.92935,0.36039,-0.70029,-0.54568,4651.189924104337,93.26185275934454,0.2659854590892792,0.2786394557823115,559.86328125
297,JAGUAS253_20121114_081107.wav,Hyloxalus,0.0,4349.70703125,4909.5703125,0.59557,0.20911,-0.26291,-29.829,-0.12695,0.75482,0.22973,-29.538,1.7499,-0.28652,-0.0020758,-30.522,0.022006,0.24754,0.3316,-0.048817,-0.19119,0.012807,0.19817,-0.76551,-0.50268,-0.0058215,-0.07948,4665.047821721445,91.15732020702771,0.2628146708011627,0.2670294784580491,559.86328125
299,JAGUAS253_20121114_081107.wav,Hyloxalus,4349.622999237805,4263.57421875,4844.970703125,1.129,1.0489,0.4919,-32.788,0.42231,-0.050109,0.66159,-31.962,0.54687,-0.18323,0.88723,-31.723,0.19932,0.44518,1.1187,0.52597,-0.3099,-0.20123,0.20893,-0.13723,0.17958,0.86369,0.030881,4657.220034653955,94.75136478317052,0.2154809534549713,0.1625396825396805,581.396484375
